Asin,Color,Country Code,"Month, Day, Year of Date",Order ID,Size,Store,Cost,Price,Profit,Sales,Units
B09JG4TTP2,Black,IT,12/17/2022,644270adc0c3edd418182313,240mmm,Dracaena Store,41.1,61.6504,20.5504,61.6504,1
B09JG4TTP2,Black,US,12/28/2022,649967c295fc0c94f0528c0b,240mmm,Ingenious Store,41.1,75.99,69.78,151.98,2
B09JG4TTP2,Black,US,10/19/2022,6416798d1bb907e393d01fac,240mmm,Dracaena Store,41.1,69,27.9,69,1
B09JG4TTP2,Black,DE,4/16/2023,6440806fc0c3edd418f51ffd,240mmm,Dracaena Store,41.1,74.1091,33.0091,74.1091,1
B09JG4TTP2,Black,IT,1/3/2023,6442142cc0c3edd41811d9b0,240mmm,Dracaena Store,41.1,75.1991,68.1982,150.3982,2
B09JG4TTP2,Black,GB,12/7/2022,64424277c0c3edd4181505cf,240mmm,Dracaena Store,41.1,78.105,37.005,78.105,1
B09JG4TTP2,Black,US,12/19/2022,64425462dc352d950f43822a,240mmm,Ingenious Store,41.1,75.99,34.89,75.99,1
B09JG4TTP2,Black,US,12/20/2022,64425462dc352d950f43822b,240mmm,Ingenious Store,41.1,75.99,34.89,75.99,1
B09JG4TTP2,Black,US,12/11/2022,64425462dc352d950f438222,240mmm,Ingenious Store,41.1,68.99,27.89,68.99,1
B09JG4TTP2,Black,US,12/13/2022,64425462dc352d950f438224,240mmm,Ingenious Store,41.1,68.99,27.89,68.99,1
B09JG4TTP2,Black,US,12/14/2022,64425462dc352d950f438225,240mmm,Ingenious Store,41.1,68.99,83.67,206.97,3
B09JG4TTP2,Black,US,12/15/2022,64425462dc352d950f438226,240mmm,Ingenious Store,41.1,68.99,111.56,275.96,4
B09JG4TTP2,Black,FR,11/11/2022,643243392573fba749ce5536,240mmm,Dracaena Store,41.1,75.21,34.11,75.21,1
